game_id,rating,indie,action_,adventure,casual,simulation,strategy,rpg,early_access,free_to_play,sports,racing,massively_multiplayer
494,0,1,0,0,1,1,1,0,1,0,0,0,0
497,0,1,1,0,0,0,0,0,0,0,0,0,0
498,0,1,1,1,1,0,0,0,0,0,0,0,0
499,0,1,1,1,1,0,0,0,0,0,0,0,0
500,9.4,0,1,0,0,0,0,0,0,0,0,0,0
506,0,1,0,0,0,0,1,1,0,0,0,0,0
507,0,1,0,0,0,1,1,1,0,0,0,0,0
510,0,1,1,1,0,0,0,0,0,0,0,0,0
511,0,1,1,1,1,1,1,1,0,0,1,0,0
514,0,1,1,1,1,0,0,1,0,0,0,0,0
516,0,1,1,0,0,0,1,0,0,0,0,0,0
525,0,0,0,0,1,1,0,0,0,0,1,0,0
526,0,1,1,1,1,1,1,0,0,0,0,0,0
531,0,1,0,0,0,1,1,0,0,0,0,0,0
532,0,1,0,1,0,0,1,1,0,0,0,0,0
533,0,0,0,1,1,0,0,0,0,0,0,0,0
535,0,1,0,1,1,1,0,0,0,0,0,0,0
543,0,0,0,0,0,0,1,0,0,0,0,0,0
550,9.6,0,1,0,0,0,0,0,0,0,0,0,0
552,0,0,1,0,0,0,0,0,0,0,0,0,0
567,0,1,1,1,1,0,0,1,1,0,0,1,0
570,8.5,0,1,0,0,0,1,0,0,1,0,0,0
571,0,0,0,0,1,0,0,0,0,0,0,0,0
577,0,0,0,0,0,1,1,0,0,0,0,0,0
585,0,0,0,1,1,0,0,0,0,0,0,0,0
588,0,1,1,1,1,0,0,0,0,0,0,0,0
590,0,1,1,0,0,1,1,0,0,0,0,0,0
597,0,1,1,0,1,1,0,0,1,0,0,0,0
603,0,0,1,0,0,0,0,0,0,0,0,0,0
604,0,0,1,1,0,0,0,1,0,0,0,0,0
607,0,0,1,0,0,0,0,1,0,0,0,0,0
608,0,0,0,1,1,0,0,0,0,0,0,0,0
611,0,1,1,1,1,0,1,0,0,0,0,0,0
612,0,0,1,0,0,0,0,0,0,0,0,0,0
616,0,1,1,1,1,1,1,0,0,0,0,1,1
617,0,1,0,1,0,0,0,0,0,0,0,0,0
620,9.8,0,1,1,0,0,0,0,0,0,0,0,0
622,0,1,0,0,0,0,1,1,0,0,0,0,0
627,0,1,0,1,1,0,0,0,0,0,0,0,0
628,0,1,1,0,0,1,1,0,1,0,0,0,0
630,9.4,0,1,0,0,0,0,0,0,0,0,0,0
633,0,1,1,1,0,0,0,0,0,0,0,0,0
636,0,0,0,0,0,0,0,0,0,0,0,0,0
637,0,0,1,0,1,0,1,0,0,0,0,0,0
647,0,1,0,0,1,0,0,1,0,0,0,0,0
650,0,1,0,1,1,0,1,0,0,0,0,0,0
653,0,1,1,1,0,0,0,1,0,0,0,0,0
657,0,1,0,1,0,0,0,0,0,0,0,0,0
658,0,1,1,1,0,0,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0,0,0,0,0,0,0
667,0,1,0,1,1,0,0,0,0,0,0,0,0
676,0,1,0,0,1,0,0,0,0,0,0,0,0
680,0,1,1,1,1,0,0,0,0,0,0,0,0
683,0,0,1,0,0,0,0,0,0,0,0,0,0
689,0,1,0,0,1,1,1,1,0,0,0,0,0
692,0,0,1,0,0,1,0,0,0,0,0,0,0
697,0,1,0,1,0,0,0,1,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,1,0,0,0,0,0,0,0,0,0,0
708,0,0,0,1,1,1,0,0,0,0,0,0,0
709,0,1,0,1,1,0,0,0,0,0,0,0,0
710,0,1,0,1,1,1,0,1,0,0,0,0,0
729,0,0,0,1,1,0,0,0,0,0,0,0,0
730,8.6,0,1,0,0,0,0,0,0,1,0,0,0
734,0,0,0,0,0,0,0,0,0,0,0,0,0
738,0,1,1,1,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,1,1,1,0,0,0,0,0
746,0,1,0,1,1,1,1,1,0,0,0,0,0
749,0,0,0,1,1,0,0,0,0,0,0,0,0
754,0,0,0,1,1,0,0,0,0,0,0,0,0
755,0,0,1,0,0,0,0,0,0,0,0,0,0
778,0,1,0,0,1,1,1,0,0,0,0,0,0
779,0,1,0,1,1,0,0,1,0,0,0,0,0
780,0,1,0,0,0,0,1,1,0,0,0,0,0
809,0,0,1,0,0,0,0,0,0,0,0,0,0
813,0,1,1,1,1,1,1,1,0,0,1,0,0
818,0,1,1,0,0,0,0,0,0,0,0,0,0
821,0,1,1,1,0,0,0,0,0,0,0,0,0
825,0,1,1,1,1,0,1,1,1,0,0,0,0
827,0,1,0,0,0,0,0,1,0,0,0,0,0
829,0,0,1,0,0,0,0,0,0,0,0,0,0
830,0,0,1,0,0,0,0,0,0,0,0,0,0
831,0,0,1,0,0,0,0,0,0,0,0,0,0
833,0,1,1,1,1,1,1,1,0,0,0,0,0
843,0,1,1,0,1,1,0,0,0,0,1,1,0
845,0,1,1,0,1,1,1,0,0,0,1,1,0
846,0,1,1,0,0,1,1,0,0,0,0,0,0
853,0,1,0,1,0,0,0,0,0,0,0,0,0
871,0,1,1,0,1,0,0,0,0,0,0,0,0
872,0,1,0,0,0,0,1,0,0,0,0,0,0
876,0,1,0,0,0,1,1,1,0,0,0,0,0
877,0,1,0,1,0,0,0,0,0,0,0,0,0
883,0,1,1,0,0,1,1,1,0,0,0,0,0
893,0,1,0,1,1,0,0,0,0,0,0,0,0
903,0,1,1,1,0,0,0,0,0,0,0,0,0
904,0,1,1,1,0,0,0,1,1,0,0,0,1
923,0,1,0,1,0,0,0,1,0,0,0,0,1
927,0,0,0,0,0,1,1,0,0,0,0,0,0
929,0,1,0,1,1,1,1,1,0,0,0,0,1
934,0,1,0,1,1,0,1,1,0,0,0,0,0
936,0,0,0,1,1,1,1,0,0,0,0,0,0
946,0,1,1,1,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,1,0,0,0,0,0,0,0
960,0,0,0,0,0,1,0,0,0,0,0,0,0
961,0,1,1,0,1,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,1,0,0,0,0,0,0
970,0,0,0,0,0,1,0,0,0,0,0,0,0
977,0,1,1,1,1,0,1,0,0,0,0,0,0
978,0,1,0,0,0,0,1,0,0,0,0,0,0
983,0,1,1,0,0,0,0,1,0,0,0,0,0
987,0,0,1,0,0,0,0,0,0,0,0,0,0
1005,0,1,0,1,1,1,1,0,0,0,0,0,0
1007,0,0,0,0,0,1,1,0,0,0,0,0,0
1011,0,1,1,1,0,1,0,0,1,0,0,0,0
1012,0,1,0,1,1,0,0,0,0,0,0,0,0
1013,0,1,1,0,0,0,0,0,0,0,0,0,0
1016,0,1,1,0,1,0,0,0,0,0,0,0,0
1017,0,1,1,0,1,0,0,0,0,0,1,1,0
1020,0,1,1,1,1,0,1,1,0,0,0,0,0
1021,0,1,1,1,1,0,1,1,1,0,0,1,0
1024,0,1,0,0,1,0,0,0,1,0,0,0,0
1027,0,1,0,1,1,0,0,0,0,0,0,0,0
1028,0,1,1,1,0,0,0,0,0,0,1,1,0
1034,0,1,1,1,1,0,0,0,0,0,0,0,0
1041,0,1,1,1,0,0,0,0,0,0,0,0,0
1047,0,1,0,0,0,0,1,0,0,0,0,0,0
1052,0,1,1,1,1,0,0,0,0,0,0,0,0
1057,0,1,0,1,0,0,1,1,0,0,0,0,0
1068,0,1,1,1,0,0,0,1,0,0,0,0,0
1077,0,0,1,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,1,0,0,0,0,0,0,0,0,0
1104,0,1,1,1,0,0,0,0,0,0,0,0,0
1105,0,1,0,0,1,0,1,0,0,0,0,0,0
1107,0,0,0,1,1,0,0,0,0,0,0,0,0
1114,0,1,1,0,0,0,1,0,0,0,0,0,0
1119,0,1,0,1,1,0,0,0,0,0,0,0,0
1126,0,1,0,0,1,0,1,0,0,0,0,0,0
1128,0,0,0,1,1,1,0,0,0,0,0,0,0
1130,0,1,1,1,0,0,0,1,0,0,0,0,0
1141,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,0,1,0,0,0,1,1,0,0,0,0,0,0
1150,0,1,1,0,1,0,0,0,0,0,0,0,0
1153,0,1,0,1,0,0,0,0,0,0,0,0,0
1159,0,1,0,0,0,1,1,0,0,0,0,0,0
1160,0,0,0,0,1,0,0,0,0,0,0,0,0
1161,0,1,1,0,0,0,0,0,0,0,0,0,0
1162,0,1,1,1,1,0,1,1,0,0,0,0,0
1188,0,0,1,1,0,0,0,0,0,0,0,0,0
1189,0,1,1,0,0,0,0,0,0,0,0,0,0
1194,0,1,1,1,0,1,0,0,0,0,1,1,0
1200,0,1,1,1,0,0,0,0,0,0,0,0,0
1204,0,1,1,1,0,1,0,0,0,0,1,1,0
1205,0,0,0,0,0,1,1,1,0,0,0,0,0
1206,0,1,1,1,1,0,1,1,0,0,0,0,0
1207,0,1,1,1,0,1,0,0,0,0,1,1,0
1208,0,0,0,1,1,0,0,0,0,0,0,0,0
1215,0,0,0,1,1,0,0,0,0,0,0,0,0
1222,0,1,1,1,0,1,0,0,0,0,0,0,1
1226,0,1,1,1,1,0,0,0,0,0,0,0,0
1229,0,0,1,1,0,0,0,1,0,0,0,0,0
1230,8.9,0,1,0,0,0,0,0,0,0,0,0,0
1231,0,1,0,0,0,1,1,0,0,0,0,0,0
1232,0,0,1,1,0,0,0,0,0,0,0,0,0
1240,0,1,1,1,1,0,1,1,0,0,0,0,0
1241,0,1,0,0,0,0,0,0,0,0,0,0,0
1248,0,0,1,0,0,0,0,0,0,0,0,0,0
1250,9.6,0,1,0,0,0,0,0,0,0,0,0,0
1256,9,0,1,0,0,0,0,0,0,0,0,0,0
1257,9.1,0,1,0,0,0,0,0,0,0,0,0,0
1258,0,1,0,1,1,0,0,0,0,0,0,0,0
1263,0,1,1,0,1,0,0,0,0,0,0,0,0
1265,0,0,0,1,1,0,0,0,0,0,0,0,0
1266,0,1,1,0,1,0,0,0,0,0,0,0,0
1267,0,1,1,1,1,0,0,1,0,0,0,0,0
1275,0,0,1,0,0,0,1,0,0,0,0,0,0
1290,0,1,0,0,1,0,0,0,0,0,0,0,0
1291,0,1,0,1,1,0,1,1,0,0,0,0,0
1293,0,0,1,0,0,0,0,0,0,0,0,0,0
1297,0,1,0,1,1,0,0,0,0,0,0,0,0
1303,0,1,0,1,0,0,1,1,0,0,0,0,0
1333,0,0,0,1,0,0,1,1,0,0,0,0,0
1349,0,1,1,0,0,0,0,1,0,0,0,0,0
1355,0,0,0,0,0,1,0,0,0,0,1,1,0
1356,0,0,1,0,0,0,1,1,0,0,0,1,0
1361,0,1,0,0,1,1,1,0,0,0,0,0,0
1364,0,0,1,1,0,0,0,0,0,0,0,0,0
1365,0,1,0,1,0,0,0,0,0,0,0,0,0
1373,0,1,0,1,0,0,0,0,0,0,0,0,0
1379,0,0,0,1,0,0,0,0,0,0,0,0,0
1386,0,1,1,0,0,0,0,0,0,0,0,0,0
1387,0,1,0,0,1,0,0,0,0,0,0,0,0
1390,0,1,1,1,1,0,0,1,0,0,0,0,0
1391,0,1,1,0,0,0,0,1,0,0,0,0,0
1395,0,1,0,0,1,0,1,0,0,0,0,0,0
1404,0,1,1,0,1,0,1,0,0,0,0,0,0
1405,0,1,0,0,0,0,0,1,0,0,0,0,0
1422,0,0,1,0,0,0,0,0,0,0,0,0,0
1424,0,0,1,0,0,0,0,0,0,0,0,0,0
1425,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,0,1,0,1,1,0,0,1,1,0,0,1,0
1427,0,1,0,0,0,0,0,1,0,0,0,0,0
1428,0,1,1,1,1,0,0,0,0,0,0,1,0
1435,0,1,0,0,1,0,0,0,0,0,0,0,0
1442,0,0,0,1,0,0,0,0,0,0,0,0,0
1456,0,1,1,1,0,0,0,1,0,0,0,0,0
1468,0,0,1,1,0,1,1,1,0,0,1,1,0
1471,0,0,0,0,0,1,0,0,0,0,0,0,0
1475,0,0,0,0,0,1,0,0,1,0,1,0,0
1476,0,1,1,1,0,0,0,0,0,0,0,0,0
1478,0,0,0,0,1,1,0,0,0,0,0,0,0
1481,0,0,0,0,1,0,0,0,0,0,0,0,0
1482,0,1,1,1,1,0,1,0,0,0,0,0,0
1484,0,1,0,0,0,0,1,1,0,0,0,0,0
1488,0,1,1,0,0,0,0,0,0,0,0,0,0
1496,0,1,1,1,0,0,0,0,0,0,0,0,0
1498,0,1,1,0,0,0,0,1,0,0,0,0,0
1500,7.1,1,0,0,0,0,1,0,0,0,0,0,0
1506,0,1,1,1,1,0,0,0,0,0,1,1,0
1507,0,0,1,0,1,0,0,0,0,0,0,0,1
1508,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,9,1,0,0,0,0,1,0,0,0,0,0,0
1514,0,1,0,0,0,0,1,0,0,0,0,0,0
1520,8.4,1,0,0,0,0,1,0,0,0,0,0,0
1521,0,1,1,0,1,1,1,1,0,0,0,0,0
1529,0,0,1,0,0,0,1,0,0,0,0,0,0
1530,8.2,1,0,0,0,0,0,0,0,0,0,0,0
1539,0,1,0,1,1,1,0,0,0,0,0,0,0
1541,0,1,1,1,1,0,1,0,0,0,0,0,0
1550,6.1,1,1,1,1,0,0,0,1,1,0,0,0
1557,0,0,0,0,0,1,1,0,0,0,0,0,0
1559,0,1,1,1,0,0,0,1,0,0,0,0,0
1569,0,0,0,0,0,0,1,0,0,0,0,0,0
1572,0,0,1,0,0,0,0,0,0,0,0,0,0
1573,0,0,0,1,1,0,0,0,0,0,0,0,0
1580,0,0,0,0,0,0,1,0,0,0,0,0,0
1582,0,1,1,0,0,0,0,0,0,0,0,0,0
1583,0,0,0,0,0,1,1,1,0,0,0,0,0
1586,0,0,0,1,0,0,0,0,0,0,0,0,0
1587,0,1,1,1,1,0,1,0,0,0,0,0,0
1598,0,1,0,0,0,1,1,0,0,0,0,0,0
1599,0,1,0,0,0,0,1,1,0,0,0,0,0
1600,7.7,0,0,0,0,0,1,0,0,0,0,0,0
1609,0,1,0,1,1,0,0,0,0,0,0,0,0
1613,0,1,1,1,1,1,1,0,1,0,0,0,1
1614,0,1,1,1,1,1,1,0,1,0,0,0,1
1616,0,0,0,0,0,0,1,1,0,0,0,0,0
1620,0,0,0,0,0,0,1,0,0,0,0,0,0
1630,7.9,0,0,0,0,0,1,0,0,0,0,0,0
1636,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,0,1,0,1,0,0,0,1,0,0,0,0,0
1645,0,1,1,0,0,0,0,1,0,0,0,0,0
1647,0,0,0,0,0,1,0,0,0,0,1,1,0
1654,0,0,1,0,0,0,0,0,0,0,0,0,0
1659,0,1,0,0,0,0,0,0,0,0,1,1,0
1661,0,1,0,0,0,0,0,1,0,0,0,0,0
1662,0,0,0,0,0,0,1,1,0,0,0,0,0
1663,0,1,1,0,1,0,0,0,0,0,1,0,0
1666,0,0,0,0,0,0,0,0,0,0,0,1,0
1669,0,1,1,0,0,0,0,0,0,0,0,0,0
1670,5.7,0,0,0,0,0,1,0,0,0,0,0,0
1672,0,1,0,0,0,1,0,0,0,0,0,0,0
1680,0,0,0,1,1,0,0,0,0,0,0,0,0
1681,0,0,1,0,0,0,0,0,0,0,0,0,0
1685,0,1,1,0,0,0,0,0,0,0,0,0,0
1689,0,1,0,0,0,0,1,1,0,0,0,0,0
1690,6.8,0,0,0,0,0,1,0,0,0,0,0,0
1691,0,0,0,1,0,0,0,0,0,0,0,0,0
1692,0,0,0,0,0,0,0,0,0,0,0,1,0
1696,0,0,0,1,1,1,0,0,0,0,0,0,0
1698,0,1,1,1,0,0,0,0,0,0,0,0,1
1699,0,1,1,0,0,0,1,0,0,0,0,0,0
1700,8.6,0,0,0,0,0,0,1,0,0,0,0,0
1712,0,1,0,0,0,1,0,0,0,0,1,1,0
1713,0,1,0,1,0,1,0,0,0,0,0,0,0
1719,0,1,1,0,0,0,0,0,0,0,0,0,0
1720,0,1,1,1,0,1,0,1,0,0,0,0,0
1723,0,1,0,0,0,1,1,0,0,0,0,0,0
1724,0,1,0,0,0,1,1,0,0,0,0,0,0
1729,0,1,1,0,0,1,1,0,0,0,0,0,0
1737,0,1,0,1,0,0,1,1,0,0,0,0,0
1740,0,1,1,1,1,0,1,0,0,0,0,1,0
1742,0,1,1,0,1,0,0,0,0,0,0,0,0
1745,0,1,1,1,0,1,1,1,0,0,0,0,0
1746,0,0,1,0,0,0,0,0,0,0,0,0,0
1753,0,1,1,1,0,1,1,1,0,0,0,0,0
1755,0,0,1,1,0,0,0,0,0,0,0,0,0
1758,0,1,1,1,1,1,1,0,0,1,1,0,0
1759,0,1,1,0,1,0,0,0,0,0,0,0,0
1760,0,1,1,0,1,0,0,0,0,0,0,0,0
1761,0,1,1,0,1,0,0,0,0,0,0,0,0
1762,0,1,1,0,1,0,0,0,0,0,0,0,0
1763,0,1,1,0,1,0,0,0,0,0,0,0,0
1764,0,1,1,1,0,0,0,1,0,0,0,0,0
1776,0,1,0,0,0,0,0,0,0,0,0,0,0
1780,0,0,1,0,0,1,0,0,0,0,0,0,0
1781,0,1,1,0,1,0,0,0,0,0,0,0,0
1785,0,0,1,0,0,0,0,1,0,0,0,0,0
1792,0,1,0,0,1,0,1,0,0,0,0,0,0
1798,0,1,1,0,1,0,1,1,0,0,0,0,0
1801,0,1,0,0,1,0,0,0,0,0,0,0,0
1804,0,1,1,1,1,0,0,0,0,0,0,0,0
1805,0,0,0,1,1,0,0,0,0,0,0,0,0
1809,0,1,1,1,1,0,0,1,0,0,0,0,0
1812,0,1,1,0,1,1,1,0,0,1,1,0,0
1818,0,1,1,1,1,0,0,1,0,0,0,0,0
1826,0,0,0,0,0,0,1,0,0,0,0,0,0
1830,0,1,0,1,0,0,0,1,0,0,0,0,0
1838,0,1,1,0,0,0,0,0,0,0,0,0,0
1842,0,1,0,1,0,1,0,0,0,0,0,0,0
1847,0,0,1,0,0,0,0,0,0,0,0,0,0
1848,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,0,0,1,0,0,0,1,1,0,0,0,0,0
1863,0,0,0,0,0,1,1,0,0,0,0,0,0
1867,0,1,1,0,1,0,1,0,0,0,0,0,0
1881,0,0,0,0,1,1,0,0,0,0,0,0,0
1887,0,1,1,1,1,0,0,0,0,0,0,0,0
1894,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,0,1,1,1,0,1,1,1,1,0,0,0,0
1898,0,0,1,1,0,0,0,0,0,0,0,0,0
1900,6.8,0,0,0,0,0,1,0,0,0,0,0,0
1903,0,1,1,1,1,0,0,1,0,0,0,0,0
1905,0,1,0,1,0,0,1,0,0,0,0,0,0
1907,0,1,0,0,0,1,1,0,0,0,0,0,0
1911,0,1,1,1,1,0,1,0,0,0,0,0,0
1915,0,1,0,0,0,0,0,1,0,0,0,0,0
1920,0,1,1,1,1,0,0,0,0,0,0,0,0
1921,0,1,1,1,1,0,1,0,0,0,0,0,0
1922,0,0,0,0,1,1,0,0,0,0,0,0,0
1923,0,1,0,0,0,1,0,0,0,0,0,0,0
1924,0,0,0,1,1,0,1,1,0,0,0,0,0
1930,7.1,0,0,0,0,0,0,1,0,0,0,0,0
1937,0,1,1,1,0,1,1,1,0,0,0,1,0
1938,0,1,0,1,0,0,0,0,0,0,0,0,0
1946,0,1,0,0,1,1,1,0,0,1,1,0,0
1952,0,0,0,0,0,1,0,0,0,0,0,0,0
1958,0,1,1,1,1,0,0,0,0,0,0,0,0
1968,0,1,0,1,0,0,1,0,0,0,0,0,0
1970,0,1,0,1,0,0,1,1,0,0,0,0,0
1975,0,1,0,1,1,1,0,0,0,0,0,0,0
1976,0,1,0,1,0,0,0,0,0,0,0,0,0
1984,0,1,0,0,0,1,1,0,0,0,0,0,0
1989,0,1,0,0,1,1,0,0,0,0,0,0,0
1994,0,1,0,0,0,1,0,0,0,0,0,0,0
1999,0,0,0,0,0,1,1,0,0,1,0,0,0
2000,0,1,0,1,1,1,1,0,0,0,0,0,0
2006,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,0,1,1,0,0,0,0,0,0,0,0,0,0
2029,0,1,0,1,1,1,0,0,0,0,0,0,0
2034,0,1,1,1,1,1,0,0,0,1,0,0,0
2036,0,1,0,1,1,0,0,0,0,0,0,0,0
2049,0,1,1,1,0,1,1,1,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0,1,0,1,1,1,1,0,0,0,0,0,0
2070,0,1,0,0,1,0,1,1,0,0,0,0,0
2081,0,1,0,1,1,1,1,0,0,0,0,0,0
2082,0,0,0,1,1,1,1,0,0,0,0,0,0
2083,0,0,0,0,1,1,1,0,0,0,0,0,0
2084,0,1,0,1,0,0,0,0,0,0,0,0,0
2087,0,0,0,0,0,1,1,0,0,0,0,0,0
2096,0,0,1,0,0,0,0,0,0,0,0,0,0
2098,0,1,1,0,0,0,0,1,0,0,0,0,0
2100,9.1,0,1,0,0,0,0,1,0,0,0,0,0
2102,0,0,0,1,0,0,0,0,0,0,0,0,0
2107,0,1,0,0,0,0,0,1,0,0,0,0,0
2108,0,0,0,0,0,0,1,0,0,0,0,0,0
2111,0,1,0,0,1,1,1,0,0,0,0,0,0
2113,0,0,0,1,1,0,0,0,0,0,0,0,0
2114,0,1,1,1,1,0,0,0,0,0,0,0,0
2121,0,1,1,1,1,1,1,1,0,0,0,0,0
